cbn_collection_name,cbn_collection_code,mda_code,cbn_internal_account_number,nuban,authorized,status,created_by,created_date,last_modified_by,last_modified_date,version
REFUNDS | OTHER REFUNDS,0517026114000-C0101-P07389,0517026114000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026030000-C0016-P04579,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | IDENTITY CARD FEES,0521026030000-C0031-P08697,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P00370,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P00770,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0521026030000-C0042-P01661,0521026030000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0521026030000-C0043-P08263,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0521026030000-C0111-P09356,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0521026030000-C0111-P12239,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0521026030000-C0111-P12240,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0521026030000-C0111-P12241,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0521026030000-C0111-P12242,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0521026030000-C0111-P12243,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0521026030000-C0114-P07069,0521026030000,0350546965016,3000141185,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517024001000-C0037-P01448,0517024001000,0020171265062,3000152330,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517024001000-C0039-P10097,0517024001000,0020171265062,3000152330,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SPONSORSHIP INCOME,0517024001000-C0045-P09453,0517024001000,0020171265062,3000152330,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0517024001000-C0054-P01585,0517024001000,0020171265062,3000152330,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517018027000-C0101-P07389,0517018027000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517018027000-C0114-P08681,0517018027000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | RECURRENT SUBVENTION,0517021062000-C0011-P12131,0517021062000,0320625965017,3000152017,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517021062000-C0022-P09616,0517021062000,0320625965017,3000152017,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM INVESTMENTS,0517021062000-C0033-P04228,0517021062000,0320625965017,3000152017,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517021062000-C0044-P09730,0517021062000,0320625965017,3000152017,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0517021062000-C0046-P09949,0517021062000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517021062000-C0097-P09815,0517021062000,0320625965017,3000152017,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021062000-C0101-P07389,0517021062000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517021062000-C0114-P08681,0517021062000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517026116000-C0037-P04973,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026116000-C0039-P02749,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026116000-C0039-P09211,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026116000-C0039-P09458,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026116000-C0039-P09584,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026116000-C0044-P03680,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026116000-C0044-P08959,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026116000-C0044-P09160,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026116000-C0044-P10722,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0517026116000-C0046-P09949,0517026116000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WAEC/NECO FEES,0517026116000-C0053-P10746,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | OTHER INSURANCE CLAIMS,0517026116000-C0063-P03991,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517026116000-C0094-P02715,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517026116000-C0094-P10032,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517026116000-C0097-P00761,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517026116000-C0097-P10586,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517026116000-C0101-P07446,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517026116000-C0101-P07470,0517026116000,0090626665011,3000152866,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - OTHERS,0517026116000-C0104-P07389,0517026116000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF GOVERNMENT ASSETS | SALE OF GOVERNMENT ASSET,0517026116000-C0114-P08681,0517026116000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SPONSORSHIP INCOME,0521026006000-C0045-P09453,0521026006000,0280190465023,3000152567,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0521026006000-C0056-P02252,0521026006000,0280190465023,3000152567,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0521026006000-C0097-P02548,0521026006000,0280190465023,3000152567,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026030000-C0016-P00376,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026030000-C0016-P01830,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026030000-C0016-P05017,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | IDENTITY CARD FEES,0521026030000-C0031-P06661,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P00112,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P00382,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P00613,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P01002,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P01003,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P01342,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P01815,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P01832,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P02020,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P02090,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P02361,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P02540,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P02582,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P02842,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P03215,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P03376,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P03411,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P03509,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P03563,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P04502,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P04988,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P05130,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P05484,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P05807,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P05932,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P05977,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P06111,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P07231,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P07298,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P07305,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P10046,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P10552,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P12244,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P12245,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P12246,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P12247,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P12248,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026030000-C0037-P12249,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL RETAINERSHIP,0521026030000-C0038-P05002,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0521026030000-C0062-P05530,0521026030000,0350546965024,3000152378,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRAFFIC OFFENCES,0161007001000-C0048-P12250,0161007001000,0020104866019,3000133003,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRAFFIC OFFENCES,0161007001000-C0048-P12251,0161007001000,0020104866019,3000133003,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0215001001000-C0101-P07455,0215001001000,0020103261199,3000094731,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | IDENTITY CARD FEES,0517026119000-C0031-P03700,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517026119000-C0037-P04973,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P01418,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P07217,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P08681,0517026119000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P09211,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P09458,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P09584,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517026119000-C0039-P09949,0517026119000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026119000-C0044-P01055,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026119000-C0044-P08959,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026119000-C0044-P09160,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517026119000-C0044-P10722,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WAEC/NECO FEES,0517026119000-C0053-P10746,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517026119000-C0094-P02715,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0517026119000-C0094-P10032,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517026119000-C0097-P10586,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517026119000-C0101-P07470,0517026119000,0060626965019,3000152842,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - OTHERS,0517026119000-C0104-P07389,0517026119000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0544003101000-C0101-P07470,0544003101000,0020178566017,3000133278,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | LICENCE FEES,0232009001000-C0035-P12254,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | LICENCE FEES,0232009001000-C0035-P12255,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | LICENCE FEES,0232009001000-C0035-P12257,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0232009001000-C0039-P00140,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0232009001000-C0039-P09876,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0232009001000-C0039-P12258,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0232009001000-C0042-P12253,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0232009001000-C0042-P12256,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - STAFF,0232009001000-C0105-P07476,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - STAFF,0232009001000-C0105-P12125,0232009001000,0020120466012,3000133065,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
CONTRIBUTIONS | CONTRIBUTIONS,0539001001000-C0019-P10056,0539001001000,0020172365017,3000150037,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SPONSORSHIP INCOME,0539001001000-C0045-P09453,0539001001000,0020172365017,3000150037,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0539001001000-C0056-P02252,0539001001000,0020172365017,3000150037,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0539001001000-C0058-P00326,0539001001000,0020172365017,3000150037,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0539001001000-C0097-P01786,0539001001000,0020172365017,3000150037,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517021063000-C0022-P00135,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM INVESTMENTS,0517021063000-C0033-P04228,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021063000-C0039-P08681,0517021063000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021063000-C0039-P09949,0517021063000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | POST UTME FEES,0517021063000-C0040-P06823,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517021063000-C0042-P01678,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517021063000-C0042-P09675,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517021063000-C0043-P08211,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517021063000-C0044-P08959,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0517021063000-C0056-P02252,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0517021063000-C0058-P00326,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LEVIES | TETFUND LEVY,0517021063000-C0086-P09987,0517021063000,0280626465017,3000152581,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - OTHERS,0517021063000-C0104-P07389,0517021063000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - OTHERS,0517021063000-C0104-P07518,0517021063000,0280626465016,3000152574,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | RECURRENT SUBVENTION,0517021065000-C0011-P12131,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0517021065000-C0016-P01616,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | CONVOCATION FEES,0517021065000-C0028-P01719,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM INVESTMENTS,0517021065000-C0033-P04228,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P00989,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P04293,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P08681,0517021065000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P09949,0517021065000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P12110,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P12128,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P12129,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021065000-C0039-P12130,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517021065000-C0043-P03464,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517021065000-C0043-P08260,0517021065000,0070627965018,3000153454,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
