cbn_collection_name,cbn_collection_code,mda_code,cbn_internal_account_number,nuban,authorized,status,created_by,created_date,last_modified_by,last_modified_date,version
FEES | TRANSCRIPT FEES,0521027005000-C0050-P10153,0521027005000,0100201061018,3000048253,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0521027005000-C0097-P03236,0521027005000,0100201061018,3000048253,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0521027005000-C0097-P04612,0521027005000,0100201061018,3000048253,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | LICENCE FEES,0326010001000-C0035-P04674,0326010001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0326010001000-C0039-P00649,0326010001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0326010001000-C0039-P12090,0326010001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0326010001000-C0039-P12091,0326010001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0326010001000-C0039-P12092,0326010001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517018023000-C0022-P03585,0517018023000,0210509961012,3000054654,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | CERTIFICATE FEES,0517018023000-C0027-P01230,0517018023000,0210509961012,3000054654,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517018023000-C0039-P09581,0517018023000,0210509961012,3000054654,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRANSCRIPT FEES,0517018023000-C0050-P10150,0517018023000,0210509961012,3000054654,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | NEEDS INTERVENTION,0517021057000-C0006-P05463,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0517021057000-C0021-P00086,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517021057000-C0022-P09650,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | APPLICATION FEES,0517021057000-C0026-P00465,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | CONVOCATION FEES,0517021057000-C0028-P01719,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM CONSULTANCY,0517021057000-C0032-P01612,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517021057000-C0037-P04971,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021057000-C0039-P00070,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021057000-C0039-P00359,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021057000-C0039-P01015,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021057000-C0039-P05106,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0517021057000-C0039-P10721,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517021057000-C0042-P04553,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0517021057000-C0042-P07565,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517021057000-C0044-P08681,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0517021057000-C0044-P09949,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRANSCRIPT FEES,0517021057000-C0050-P00079,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0517021057000-C0054-P09276,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | AIDS/DONATION/ENDOWMENT/GRANT,0517021057000-C0055-P02547,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0517021057000-C0056-P03062,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0517021057000-C0056-P04714,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0517021057000-C0056-P12089,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | GRANT,0517021057000-C0058-P03276,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0517021057000-C0062-P05556,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021057000-C0101-P07389,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021057000-C0101-P07461,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021057000-C0101-P07471,0517021057000,0020493865065,3000139184,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0116004003000-C0021-P00096,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0116004003000-C0021-P00213,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0116004003000-C0021-P04374,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0116004003000-C0022-P03596,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ADMISSION FEES,0116004003000-C0023-P01943,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | IDENTITY CARD FEES,0116004003000-C0031-P03701,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0116004003000-C0037-P04971,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0116004003000-C0039-P04369,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0116004003000-C0039-P05823,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0116004003000-C0039-P08113,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0116004003000-C0039-P10181,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0116004003000-C0042-P01678,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0116004003000-C0042-P04553,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0116004003000-C0042-P12096,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0116004003000-C0044-P04372,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0116004003000-C0044-P06740,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0116004003000-C0044-P06807,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0116004003000-C0044-P08681,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0116004003000-C0044-P10442,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0116004003000-C0046-P09949,0116004003000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRANSCRIPT FEES,0116004003000-C0050-P03073,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0116004003000-C0056-P02545,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0116004003000-C0101-P07389,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REMITTANCES | REMITTANCES - DOMESTIC,0116004003000-C0107-P04024,0116004003000,0240544565018,3000136578,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LOAN REPAYMENT | INTEREST AND PRINCIPAL,0220027001000-C0089-P08352,0220027001000,0020545265018,3000138400,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026011000-C0037-P05892,0521026011000,0130215961018,3000048174,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026011000-C0037-P12093,0521026011000,0130215961018,3000048174,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026011000-C0037-P12094,0521026011000,0130215961018,3000048174,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026011000-C0037-P12095,0521026011000,0130215961018,3000048174,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | DONATION,0521026011000-C0056-P02252,0521026011000,0130215961018,3000048174,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | SUNDRY APPROPRIATION,0521026027000-C0016-P09250,0521026027000,0360500765027,3000131896,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026027000-C0037-P02356,0521026027000,0360500765027,3000131896,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026027000-C0037-P04010,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521026027000-C0037-P04999,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521026027000-C0039-P03208,0521026027000,0360500765027,3000131896,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0521026027000-C0042-P01678,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0521026027000-C0044-P08681,0521026027000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0521026027000-C0046-P09949,0521026027000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0521026027000-C0062-P05548,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
INSURANCE | NHIS - CAPITATION,0521026027000-C0062-P05561,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0521026027000-C0097-P00769,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0521026027000-C0097-P09603,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0521026027000-C0097-P10589,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0521026027000-C0101-P07389,0521026027000,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - STAFF,0521026027000-C0105-P07462,0521026027000,0360500765062,3000132099,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0253001001000-C0037-P12067,0253001001000,0020103665028,3000140700,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253001001000-C0039-P06308,0253001001000,0020103665028,3000140700,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253001001000-C0039-P12068,0253001001000,0020103665028,3000140700,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0253001001000-C0043-P03337,0253001001000,0020103665028,3000140700,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0253001001000-C0097-P06849,0253001001000,0020103665028,3000140700,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | FINES AND PENALTIES FEES,0521015001000-C0030-P03020,0521015001000,0230143061014,3000062626,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM INVESTMENTS,0521015001000-C0033-P03874,0521015001000,0230143061014,3000062626,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521015001000-C0039-P07147,0521015001000,0230143061014,3000062626,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0119001001000-C0101-P07471,0119001001000,0020151602046,3000004738,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0231020000126-C0046-P09949,0231020000126,0020499261234,3000099994,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0231020000126-C0097-P10795,0231020000126,0020499261234,3000099994,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | REFUNDS - STAFF,0231020000126-C0105-P07476,0231020000126,0020499261234,3000099994,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0238002001000-C0054-P10122,0238002001000,0070175161013,3000056098,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027061000-C0037-P02356,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027061000-C0037-P04010,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027061000-C0037-P04481,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027061000-C0037-P07298,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027061000-C0037-P10040,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0521027061000-C0037-P12100,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0521027061000-C0039-P00377,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | APPLICATION FORMS,0521027061000-C0110-P00521,0521027061000,0030546165015,3000140470,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | INCOME FROM INVESTMENTS,0111002001001-C0033-P04228,0111002001001,0020208465057,3000139146,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0111002001001-C0039-P07201,0111002001001,0020208465057,3000139146,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0111002001001-C0044-P08681,0111002001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0111002001001-C0046-P09949,0111002001001,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
GRANTS/DONATIONS | AIDS/DONATION/ENDOWMENT/GRANT,0111002001001-C0055-P02274,0111002001001,0020208465057,3000139146,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
LOAN REPAYMENT | INTEREST AND PRINCIPAL,0111002001001-C0089-P04704,0111002001001,0020208465057,3000139146,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0111002001001-C0101-P07389,0111002001001,0020054161043,3000047706,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | TETFUND SUBVENTION,0517021052000-C0017-P10009,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | TETFUND SUBVENTION,0517021052000-C0017-P10010,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | TETFUND SUBVENTION,0517021052000-C0017-P10011,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
APPROPRIATIONS | TETFUND SUBVENTION,0517021052000-C0017-P10017,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0517021052000-C0021-P10331,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0517021052000-C0021-P12102,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517021052000-C0022-P07670,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0517021052000-C0022-P12070,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | IDENTITY CARD FEES,0517021052000-C0031-P04748,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MEDICAL FEES,0517021052000-C0037-P06195,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517021052000-C0043-P06253,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0517021052000-C0043-P08213,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRANSCRIPT FEES,0517021052000-C0050-P09777,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | OTHER/SUNDRY INCOME,0517021052000-C0097-P02183,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021052000-C0101-P07471,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
REFUNDS | OTHER REFUNDS,0517021052000-C0101-P12101,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | OTHER FORMS,0517021052000-C0111-P08670,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
SALE OF FORMS | REGISTRATION FORMS,0517021052000-C0112-P01664,0517021052000,0170533765017,3000130514,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | WORKSHOP/CONFERENCE/TRAINING FEES,0521013001000-C0054-P12103,0521013001000,0020142961025,3000054915,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | VEHICLES PERMITS,0220011001000-C0099-P12105,0220011001000,0020258165022,3000137661,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0535017001000-C0039-P12104,0535017001000,0020464065033,3000140865,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCEPTANCE FEES,0253017001000-C0021-P00086,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | ACCOMMODATION FEES,0253017001000-C0022-P00120,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | CERTIFICATE FEES,0253017001000-C0027-P01226,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | FINES AND PENALTIES FEES,0253017001000-C0030-P09822,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | MATRICULATION FEES,0253017001000-C0036-P04891,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P00086,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P00140,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P02703,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P03254,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P03538,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P06012,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P06054,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P06996,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P09102,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P09461,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P09875,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | OTHER/SUNDRY FEES,0253017001000-C0039-P10270,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | POST UTME FEES,0253017001000-C0040-P06823,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0253017001000-C0042-P04553,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0253017001000-C0042-P08400,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | REGISTRATION FEES,0253017001000-C0042-P09675,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | RENTAL FEES,0253017001000-C0043-P02443,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0253017001000-C0044-P01544,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | SCHOOL FEES,0253017001000-C0044-P02930,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TENDER FEES,0253017001000-C0046-P09949,0253017001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
FEES | TRANSCRIPT FEES,0253017001000-C0050-P10173,0253017001000,0070111761017,3000051031,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
OTHER/SUNDRY INCOME | MISCELLANEOUS SALES,0253017001000-C0094-P08690,0253017001000,0020054161175,3000066875,1,1,system.auto,11/09/2025 19:23,NULL,16/09/2025 11:53,0
